# ABC Life LifePRO Export | Generated: 2024-12-31 | Records: 1000
POL_NUM|INSURER_CD|CLNT_DOB|CLNT_GENDER|SMOKER_IND|PROD_CD|POL_COMM_DT|POL_EXPIRY_DT|POL_TERM_YRS|BASIC_SA|PREM_AMT|PREM_FREQ_CD|PREM_ESCL_RT|PREM_PYMT_TERM|REINSURED|RI_RETENTION|RI_CEDED|RI_TREATY|POL_STAT_CD|VAL_FLAG
POL0000887|ABCLIFE|04/04/2001|2|N|EN01|31/12/2022|31/12/2042|20|524000|1451.47|M|0.15|20|N|524000|0||IF|Y
POL0000888|ABCLIFE|30/04/1975|2|N|WL01|31/12/2018|||1270000|1353.87|M|0.1||Y|1000000|270000|TRT01|IF|Y
POL0000889|ABCLIFE|02/08/1971|2|Y|TL01|31/12/2014|31/12/2034|20|4434000|1415.52|M|0.0|20|Y|1000000|3434000|TRT04|PU|N
POL0000890|ABCLIFE|15/10/1969|1|N|WL01|31/12/2007|||212000|2954.17|A|0.05||N|212000|0||IF|Y
POL0000891|ABCLIFE|28/11/1973|2|N|TL01|31/12/2018|31/12/2028|10|1256000|794.94|Q|0.15|10|Y|1000000|256000|TRT02|LA|N
POL0000892|ABCLIFE|02/06/1986|1|N|WL01|31/12/2015|||1074000|2129.01|M|0.0||Y|1000000|74000|TRT03|IF|Y
POL0000893|ABCLIFE|04/07/1985|1|N|TL01|31/12/2024|31/12/2034|10|3405000|806.15|M|0.0|10|Y|1000000|2405000|TRT03|IF|Y
POL0000894|ABCLIFE|18/06/1986|1|N|WL01|31/12/2019|||1283000|2118.74|M|0.05||Y|1000000|283000|TRT01|IF|Y
POL0000895|ABCLIFE|21/05/1982|2|Y|TL01|31/12/2013|31/12/2033|20|3594000|1002.48|M|0.1|20|Y|1000000|2594000|TRT01|IF|Y
POL0000896|ABCLIFE|13/04/1964|2|Y|WL01|31/12/2008|||240000|4694.32|A|0.05||N|240000|0||IF|Y
POL0000897|ABCLIFE|09/01/1982|2|N|TL01|31/12/2019|31/12/2034|15|1057000|383.36|M|0.0|15|Y|1000000|57000|TRT01|PU|N
POL0000898|ABCLIFE|09/03/1989|1|N|EN01|31/12/2018|31/12/2038|20|1918000|5043.17|M|0.05|20|N|1918000|0||IF|Y
POL0000899|ABCLIFE|25/07/1973|2|Y|WL01|31/12/2016|||1902000|10351.98|Q|0.1||Y|1000000|902000|TRT02|IF|Y
POL0000900|ABCLIFE|28/06/1958|2|N|WL01|31/12/2012|||677000|584.78|M|0.05||N|677000|0||IF|Y
POL0000901|ABCLIFE|04/05/1971|2|Y|TL01|31/12/2005|31/12/2035|30|594000|2962.19|A|0.05|30|N|594000|0||IF|Y
POL0000902|ABCLIFE|06/05/1989|2|N|TL01|31/12/2022|31/12/2042|20|4299000|19576.76|A|0.0|20|Y|1000000|3299000|TRT03|PU|N
POL0000903|ABCLIFE|10/03/1992|2|N|TL01|31/12/2016|31/12/2036|20|3729000|29737.33|A|0.15|20|Y|1000000|2729000|TRT01|PU|N
POL0000904|ABCLIFE|17/12/1980|2|N|EN01|31/12/2015|31/12/2035|20|1792000|18869.71|Q|0.05|20|N|1792000|0||IF|Y
POL0000905|ABCLIFE|30/03/1981|1|Y|EN01|31/12/2019|31/12/2029|10|2578000|84711.01|A|0.0|10|Y|2000000|578000|TRT02|IF|Y
POL0000906|ABCLIFE|23/07/1971|1|N|TL01|31/12/2019|31/12/2044|25|2181000|603.72|M|0.0|25|Y|1000000|1181000|TRT01|IF|Y
POL0000907|ABCLIFE|24/08/1985|1|N|TL01|31/12/2019|31/12/2034|15|3970000|2275.93|M|0.05|15|Y|1000000|2970000|TRT03|PU|N
POL0000908|ABCLIFE|11/01/1978|1|Y|TL01|31/12/2021|31/12/2031|10|139000|275.54|Q|0.05|10|N|139000|0||IF|Y
POL0000909|ABCLIFE|27/08/1967|1|N|EN01|31/12/2013|31/12/2033|20|930000|4634.5|M|0.0|20|N|930000|0||IF|Y
POL0000910|ABCLIFE|22/06/1968|1|N|TL01|31/12/2010|31/12/2040|30|2601000|1182.84|M|0.1|30|Y|1000000|1601000|TRT01|IF|Y
POL0000911|ABCLIFE|27/09/1985|2|Y|EN01|31/12/2018|31/12/2038|20|2681000|6837.79|M|0.1|20|Y|2000000|681000|TRT01|IF|Y
POL0000912|ABCLIFE|05/09/1963|1|N|TL01|31/12/2006|31/12/2026|20|3710000|1457.98|M|0.05|20|Y|1000000|2710000|TRT02|IF|Y
POL0000913|ABCLIFE|04/10/1980|1|N|TL01|31/12/2010|31/12/2035|25|2769000|1831.6|Q|0.0|25|Y|1000000|1769000|TRT02|IF|Y
POL0000914|ABCLIFE|11/04/1991|1|N|TL01|31/12/2008|31/12/2038|30|2633000|721.16|M|0.05|30|Y|1000000|1633000|TRT03|IF|Y
POL0000915|ABCLIFE|27/08/1977|1|Y|TL01|31/12/2023|31/12/2038|15|3080000|954.92|M|0.0|15|Y|1000000|2080000|TRT03|IF|Y
POL0000916|ABCLIFE|11/09/1995|2|N|WL01|31/12/2023|||1396000|1932.47|M|0.1||Y|1000000|396000|TRT03|IF|Y
POL0000917|ABCLIFE|10/02/1987|1|N|WL01|31/12/2017|||102000|135.94|M|0.1||N|102000|0||IF|Y
POL0000918|ABCLIFE|24/07/1973|1|N|WL01|31/12/2016|||1824000|2557.55|M|0.05||Y|1000000|824000|TRT03|IF|Y
POL0000919|ABCLIFE|28/11/1995|2|Y|WL01|31/12/2021|||969000|23717.97|A|0.05||N|969000|0||IF|Y
POL0000920|ABCLIFE|07/11/1978|1|N|WL01|31/12/2011|||810000|711.59|M|0.05||N|810000|0||IF|Y
POL0000921|ABCLIFE|17/11/1971|1|Y|TL01|31/12/2015|31/12/2040|25|3102000|1293.01|M|0.0|25|Y|1000000|2102000|TRT02|IF|Y
POL0000922|ABCLIFE|10/08/1984|1|Y|TL01|31/12/2018|31/12/2048|30|914000|2069.17|A|0.1|30|N|914000|0||IF|Y
POL0000923|ABCLIFE|10/10/1981|1|N|TL01|31/12/2006|31/12/2026|20|1832000|417.67|M|0.1|20|Y|1000000|832000|TRT01|IF|Y
POL0000924|ABCLIFE|27/01/1977|2|N|EN01|31/12/2021|31/12/2031|10|1745000|4408.68|M|0.1|10|N|1745000|0||IF|Y
POL0000925|ABCLIFE|30/09/1967|2|N|WL01|31/12/2010|||490000|844.77|M|0.05||N|490000|0||IF|Y
POL0000926|ABCLIFE|14/02/1997|2|N|WL01|31/12/2021|||260000|505.96|M|0.05||N|260000|0||IF|Y
POL0000927|ABCLIFE|24/04/1977|1|Y|WL01|31/12/2011|||449000|708.0|M|0.0||N|449000|0||IF|Y
POL0000928|ABCLIFE|12/05/1988|1|N|WL01|31/12/2024|||197000|287.13|M|0.05||N|197000|0||PU|N
POL0000929|ABCLIFE|05/09/1989|1|N|TL01|31/12/2020|31/12/2050|30|4525000|2533.32|M|0.05|30|Y|1000000|3525000|TRT03|IF|Y
POL0000930|ABCLIFE|02/10/1967|2|N|TL01|31/12/2005|31/12/2035|30|4972000|24456.41|A|0.1|30|Y|1000000|3972000|TRT01|IF|Y
POL0000931|ABCLIFE|22/01/1992|1|N|TL01|31/12/2021|31/12/2031|10|801000|1676.46|A|0.0|10|N|801000|0||IF|Y
POL0000932|ABCLIFE|02/06/1956|1|N|TL01|31/12/2009|31/12/2039|30|1750000|388.55|M|0.1|30|Y|1000000|750000|TRT04|IF|Y
POL0000933|ABCLIFE|21/09/1972|1|Y|TL01|31/12/2023|31/12/2038|15|3077000|21514.92|A|0.1|15|Y|1000000|2077000|TRT03|IF|Y
POL0000934|ABCLIFE|29/05/1987|1|N|TL01|31/12/2022|31/12/2037|15|2289000|570.74|M|0.05|15|Y|1000000|1289000|TRT02|IF|Y
POL0000935|ABCLIFE|27/02/1969|1|Y|WL01|31/12/2010|||356000|732.48|M|0.0||N|356000|0||IF|Y
POL0000936|ABCLIFE|09/02/1993|1|Y|WL01|31/12/2024|||251000|457.76|M|0.05||N|251000|0||IF|Y
POL0000937|ABCLIFE|15/11/1994|1|N|TL01|31/12/2015|31/12/2025|10|4636000|2810.84|M|0.1|10|Y|1000000|3636000|TRT01|IF|Y
POL0000938|ABCLIFE|07/01/1965|1|N|WL01|31/12/2010|||1798000|2673.31|M|0.05||Y|1000000|798000|TRT02|IF|Y
POL0000939|ABCLIFE|17/11/1973|1|N|WL01|31/12/2012|||885000|18214.74|A|0.0||N|885000|0||IF|Y
POL0000940|ABCLIFE|19/02/1971|2|Y|TL01|31/12/2008|31/12/2033|25|2002000|3919.1|Q|0.1|25|Y|1000000|1002000|TRT02|IF|Y
POL0000941|ABCLIFE|17/02/1984|2|N|WL01|31/12/2017|||480000|714.86|M|0.15||N|480000|0||IF|Y
POL0000942|ABCLIFE|22/06/1988|2|N|TL01|31/12/2018|31/12/2028|10|3619000|4607.54|Q|0.05|10|Y|1000000|2619000|TRT01|IF|Y
POL0000943|ABCLIFE|29/01/1978|2|N|EN01|31/12/2011|31/12/2031|20|1516000|4181.85|M|0.0|20|N|1516000|0||IF|Y
POL0000944|ABCLIFE|26/08/1971|1|N|WL01|31/12/2010|||503000|10847.44|A|0.15||N|503000|0||IF|Y
POL0000945|ABCLIFE|13/10/1991|1|N|TL01|31/12/2012|31/12/2027|15|1929000|636.05|M|0.1|15|Y|1000000|929000|TRT02|IF|Y
POL0000946|ABCLIFE|11/01/1984|1|N|EN01|31/12/2015|31/12/2025|10|-712000|2005.52|M|0.0|10|N|712000|0||IF|Y
POL0000947|ABCLIFE|13/04/1980|1|N|EN01|31/12/2016|31/12/2041|25|1477000|68989.01|A|0.05|25|N|1477000|0||IF|Y
POL0000948|ABCLIFE|01/10/1968|1|Y|TL01|31/12/2017|31/12/2027|10|1676000|713.88|M|0.15|10|Y|1000000|676000|TRT02|IF|Y
POL0000949|ABCLIFE|12/08/1986|1|N|WL01|31/12/2019|||713000|897.31|M|0.05||N|713000|0||IF|Y
POL0000950|ABCLIFE|13/08/1986|1|N|WL01|31/12/2024|||1101000|2229.7|M|0.15||Y|1000000|101000|TRT02|IF|Y
POL0000951|ABCLIFE|09/03/1983|1|N|TL01|31/12/2018|31/12/2048|30|1178000|248.7|M|0.1|30|Y|1000000|178000|TRT01|IF|Y
POL0000952|ABCLIFE|27/01/1980|2|N|EN01|31/12/2012|31/12/2027|15|312000|1051.61|M|0.05|15|N|312000|0||IF|Y
POL0000953|ABCLIFE|15/12/1983|1|N|TL01|31/12/2021|31/12/2031|10|4613000|2342.95|M|0.1|10|Y|1000000|3613000|TRT04|IF|Y
POL0000954|ABCLIFE|06/07/1958|1|N|TL01|31/12/2005|31/12/2030|25|2607000|770.94|M|0.05|25|Y|1000000|1607000|TRT04|IF|Y
POL0000955|ABCLIFE|07/12/1994|2|N|WL01|31/12/2023|||50000|85.32|M|0.1||N|50000|0||IF|Y
POL0000956|ABCLIFE|12/10/1984|2|N|WL01|31/12/2017|||194000|249.24|M|0.05||N|194000|0||IF|Y
POL0000957|ABCLIFE|27/10/1992|2|N|TL01|31/12/2020|31/12/2030|10|968000|355.45|M|0.05|10|N|968000|0||IF|Y
POL0000958|ABCLIFE|03/08/1973|1|N|TL01|31/12/2018|31/12/2048|30|284000|1914.52|A|0.15|30|N|284000|0||PU|N
POL0000959|ABCLIFE|24/06/1980|1|N|WL01|31/12/2020|||783000|17657.51|A|0.15||N|783000|0||IF|Y
POL0000960|ABCLIFE|03/10/1969|1|N|TL01|31/12/2012|31/12/2027|15|3973000|2045.8|M|0.1|15|Y|1000000|2973000|TRT02|IF|Y
POL0000961|ABCLIFE|17/09/1975|2|N|TL01|31/12/2017|31/12/2027|10|4921000|2897.28|M|0.05|10|Y|1000000|3921000|TRT02|LA|N
POL0000962|ABCLIFE|16/06/1988|2|N|EN01|31/12/2024|31/12/2034|10|950000|13152.69|Q|0.05|10|N|950000|0||IF|Y
POL0000963|ABCLIFE|01/08/2003|1|N|WL01|31/12/2021|||528000|843.23|M|0.05||N|528000|0||PU|N
POL0000964|ABCLIFE|21/12/1966|1|N|WL01|31/12/2005|||102000|157.99|M|0.15||N|102000|0||IF|Y
POL0000965|ABCLIFE|09/06/1982|1|N|TL01|31/12/2017|31/12/2047|30|2677000|1223.06|M|0.05|30|Y|1000000|1677000|TRT04|IF|Y
POL0000966|ABCLIFE|08/11/1977|1|N|TL01|31/12/2016|31/12/2026|10|2823000|736.9|M|0.15|10|Y|1000000|1823000|TRT04|IF|Y
POL0000967|ABCLIFE|02/08/1998|2|N|TL01|31/12/2020|31/12/2045|25|4766000|2791.27|M|0.05|25|Y|1000000|3766000|TRT01|IF|Y
POL0000968|ABCLIFE|15/05/1988|1|N|EN01|31/12/2017|31/12/2042|25|1441000|5350.77|M|0.1|25|N|1441000|0||IF|Y
POL0000969|ABCLIFE|13/06/1980|1|Y|EN01|31/12/2024|31/12/2044|20|277000|1241.07|M|0.05|20|N|277000|0||IF|Y
POL0000970|ABCLIFE|08/04/1996|1|Y|TL01|31/12/2022|31/12/2037|15|3902000|1147.93|M|0.05|15|Y|1000000|2902000|TRT03|IF|Y
POL0000971|ABCLIFE|04/04/1976|1|N|WL01|31/12/2013|||651000|1031.96|M|0.0||N|651000|0||IF|Y
POL0000972|ABCLIFE|03/05/1982|2|N|EN01|31/12/2020|31/12/2040|20|210000|997.63|M|0.1|20|N|210000|0||PU|N
POL0000973|ABCLIFE|21/03/1993|2|N|WL01|31/12/2021|||1312000|1924.44|M|0.0||Y|1000000|312000|TRT02|IF|Y
POL0000974|ABCLIFE|26/10/1993|2|N|TL01|31/12/2012|31/12/2042|30|3654000|952.13|M|0.05|30|Y|1000000|2654000|TRT01|IF|Y
POL0000975|ABCLIFE|06/07/1964|1|N|TL01|31/12/2009|31/12/2039|30|119000|36.66|M|0.05|30|N|119000|0||IF|Y
POL0000976|ABCLIFE|28/08/1965|2|N|TL01|31/12/2010|31/12/2035|25|1590000|1051.52|M|0.1|25|Y|1000000|590000|TRT03|IF|Y
POL0000977|ABCLIFE|01/01/1963|1|N|TL01|31/12/2014|31/12/2044|30|4487000|3573.66|Q|0.05|30|Y|1000000|3487000|TRT02|IF|Y
POL0000978|ABCLIFE|04/08/1973|2|N|TL01|31/12/2015|31/12/2025|10|179000|156.86|Q|0.1|10|N|179000|0||IF|Y
POL0000979|ABCLIFE|20/10/1993|1|N|TL01|31/12/2016|31/12/2026|10|4191000|838.49|M|0.05|10|Y|1000000|3191000|TRT04|IF|Y
POL0000980|ABCLIFE|02/01/1970|2|Y|EN01|31/12/2013|31/12/2038|25|821000|2316.54|M|0.0|25|N|821000|0||LA|N
POL0000981|ABCLIFE|24/10/1979|1|N|TL01|31/12/2010|31/12/2035|25|4512000|18341.0|A|0.1|25|Y|1000000|3512000|TRT01|IF|Y
POL0000982|ABCLIFE|08/05/1982|1|N|TL01|31/12/2024|31/12/2039|15|3805000|795.42|M|0.0|15|Y|1000000|2805000|TRT02|IF|Y
POL0000983|ABCLIFE|26/06/1983|1|N|TL01|31/12/2015|31/12/2040|25|401000|186.04|M|0.15|25|N|401000|0||PU|N
POL0000984|ABCLIFE|06/04/1978|1|N|TL01|31/12/2007|31/12/2032|25|3297000|1389.04|M|0.1|25|Y|1000000|2297000|TRT04|IF|Y
POL0000985|ABCLIFE|17/09/1958|1|N|WL01|31/12/2004|||1562000|3169.93|M|0.15||Y|1000000|562000|TRT04|IF|Y
POL0000986|ABCLIFE|06/05/1977|2|N|TL01|31/12/2008|31/12/2033|25|2826000|1777.65|M|0.05|25|Y|1000000|1826000|TRT01|PU|N
POL0000987|ABCLIFE|07/12/1979|1|Y|EN01|31/12/2007|31/12/2032|25|2536000|9627.88|M|0.1|25|Y|2000000|536000|TRT02|IF|Y
POL0000988|ABCLIFE|27/11/1996|2|N|TL01|31/12/2023|31/12/2043|20|2888000|1092.59|M|0.05|20|Y|1000000|1888000|TRT02|IF|Y
POL0000989|ABCLIFE|06/08/1976|1|Y|TL01|31/12/2007|31/12/2032|25|2135000|856.86|M|0.05|25|Y|1000000|1135000|TRT01|IF|Y
POL0000990|ABCLIFE|23/02/1977|2|Y|TL01|31/12/2009|31/12/2039|30|3120000|1771.49|M|0.05|30|Y|1000000|2120000|TRT01|IF|Y
POL0000991|ABCLIFE|10/05/1969|2|N|EN01|31/12/2015|31/12/2025|10|400000|1934.08|M|0.15|10|N|400000|0||IF|Y
POL0000992|ABCLIFE|14/03/1972|2|Y|TL01|31/12/2023|31/12/2033|10|1580000|1021.39|M|0.1|10|Y|1000000|580000|TRT02|IF|Y
POL0000993|ABCLIFE|27/04/1987|2|N|EN01|31/12/2011|31/12/2031|20|238000|11475.85|A|0.0|20|N|238000|0||IF|Y
POL0000994|ABCLIFE|11/02/1970|2|Y|WL01|31/12/2015|||1791000|2185.14|M|0.1||Y|1000000|791000|TRT01|IF|Y
POL0000995|ABCLIFE|03/03/2002|2|N|EN01|31/12/2024|31/12/2044|20|833000|3591.97|M|0.05|20|N|833000|0||IF|Y
POL0000996|ABCLIFE|04/07/1971|1|N|TL01|31/12/2010|31/12/2040|30|2334000|543.08|M|0.1|30|Y|1000000|1334000|TRT02|LA|N
POL0000997|ABCLIFE|25/02/1982|1|Y|WL01|31/12/2009|||250000|456.96|M|0.05||N|250000|0||IF|Y
POL0000998|ABCLIFE|05/04/1967|1|N|WL01|31/12/2013|||885000|1656.85|M|0.1||N|885000|0||IF|Y
POL0000999|ABCLIFE|08/04/1987|2|N|WL01|31/12/2008|||1972000|34819.69|A|0.0||Y|1000000|972000|TRT01|IF|Y
POL0001000|ABCLIFE|01/10/1982|1|N|TL01|31/12/2019|31/12/2029|10|3845000|914.31|M|0.1|10|Y|1000000|2845000|TRT04|IF|Y
